,url,title,us : 0 / kr : 1,hub score,authorities score
22,02100701.20201106091113001,"[속보] 트럼프 ""선거 과정이 대법원에서 끝날 수도 있다""<로이터>",1,8.451158802247114e-31,1.814513507375212e-30
23,02100801.20201104152020001,"트위터, 트럼프 '선거 훔친다' 트윗 제재…""선거절차 오해 불러""",1,8.451158802247114e-31,1.814513507375212e-30
24,02100801.20201106084622002,"트럼프 캠프, 미시간·조지아 1심 패소…트럼프는 ""불법 선거"" 주장 지속",1,8.451158802247114e-31,1.814513507375212e-30
25,02100801.20201107101152001,"트럼프 '사기선거' 주장에 공화당 의원들 '선긋기'…""트럼프 찍지 않았다""",1,8.451158802247114e-31,1.814513507375212e-30
26,02100851.20201104151654001,"[트럼프 VS 바이든] ""선거 훔치지 마라""...뿔난 트럼프도 입 연다(종합)",1,8.451158802247114e-31,1.814513507375212e-30
27,02100851.20201106090610001,"[속보] 트럼프, 선거 불복 시사...""합법적인 표는 내가 승리, 美선거 부패""",1,8.451158802247114e-31,1.814513507375212e-30
28,02100851.20201106091455001,"[트럼프 vs 바이든] 트럼프 '선거불복' 시사에 CNN ""위험하고 불법적이며 비합리""(2보)",1,8.451158802247114e-31,1.814513507375212e-30
29,07101201.20201106092243001,"[속보] 트럼프 ""선거 과정이 대법원에서 끝날 수도 있다""",1,8.451158802247114e-31,1.814513507375212e-30
30,08100301.20201106201540001,"""선거 조작…대법원서 끝날 수도"" 트럼프, 사실상 불복",1,8.451158802247114e-31,1.814513507375212e-30
31,08100401.20201106100403001,"트럼프, 부정 선거 주장...""선거 과정, 대법원에서 끝날 수 있다""",1,8.451158802247114e-31,1.814513507375212e-30
32,08100401.20201106104802001,"트럼프 '불복' 성명...바이든 ""승리 의심 없어"" vs 트럼프 ""선거 조작""",1,8.451158802247114e-31,1.814513507375212e-30
33,https://www.nytimes.com/2020/11/04/us/politics/trump-post-presidency-influence.html?searchResultPosition=10,"승리하거나 잃는, 트럼프는 강력하고 파괴적인 힘으로 남아있을 것입니다.",0,3.251511110087038e-12,1.1868015550731425e-10
34,01100201.20201104043502001,백악관 대변인 “트럼프 오늘밤 압도적 승리할 것” 자신,1,3.251511110087038e-12,2.697276261529868e-12
35,01100201.20201104094312001,"[속보] 트럼프, 인디애나·켄터키 승리…바이든은 버몬트 승리",1,3.251511110087038e-12,2.697276261529868e-12
36,01100201.20201104174917001,개표 안 끝났는데…트럼프 “대선 승리” 선언하고 “연방대법원 갈 것”,1,3.251511110087038e-12,2.697276261529868e-12
37,01100401.20201103030110001,"“트럼프, 대선 당일 밤 개표서 앞서면 승리 선언할것”",1,3.251511110087038e-12,2.697276261529868e-12
38,01100611.20201104152749001,[미 대선] 바이든 “승리 낙관” 발표 직후 트럼프 “승리 훔치려 한다”(종합),1,3.251511110087038e-12,2.697276261529868e-12
39,01100701.20201104085933001,승리 자신감 보인 트럼프 “선거인단 306명 이상 확보… 재선 성공할 것”,1,3.251511110087038e-12,2.697276261529868e-12
40,01100701.20201104155957001,"트럼프·바이든 기싸움…""큰승리"" vs ""승리로 가고있다""",1,3.251511110087038e-12,2.697276261529868e-12
41,01100701.20201104173758001,‘우편투표 중대한 사기’…승리 선언한 트럼프 “대법원에 갈 것”,1,3.251511110087038e-12,2.697276261529868e-12
42,01100701.20201106150819001,"중국 “트럼프 패배해도 제2, 제3의 트럼프 나올 것“",1,3.251511110087038e-12,2.697276261529868e-12
43,01100801.20201106015006001,트럼프 “바이든이 승리 주장한 모든 주에 법적 대응할 것”,1,3.251511110087038e-12,2.697276261529868e-12
44,01100901.20201104062944001,"백악관 대변인 ""트럼프 오늘밤 압도적 승리할 것""",1,3.251511110087038e-12,2.697276261529868e-12
45,01101101.20201103233116001,"[美 대선] 트럼프 ""대선 승리할 수 있을 것""",1,3.251511110087038e-12,2.697276261529868e-12
46,01101101.20201104160813001,"[美 대선] 바이든, 먼저 승리선언... 트럼프는 ""우편투표, 연방대법 끌고갈 것""",1,3.251511110087038e-12,2.697276261529868e-12
47,01101101.20201107070037001,"[美 대선] ""백악관 무단침입자 트럼프 끌어낼 것"" 바이든 '승리 선언' 임박",1,3.251511110087038e-12,2.697276261529868e-12
48,01500601.20201104162914001,"[속보] 트럼프 ""텍사스 승리 반영 X, 모두 합하면 승리 확실""",1,3.251511110087038e-12,2.697276261529868e-12
49,02100101.20201103150826001,"`첫 승리` 트럼프, 뉴햄프셔 2개 마을서 16표 대 10표로 승리",1,3.251511110087038e-12,2.697276261529868e-12
50,02100101.20201106063136001,"트럼프 ""바이든 승리 모든 주에 법적 이의 제기할 것""",1,3.251511110087038e-12,2.697276261529868e-12
51,02100201.20201103223014001,"막오른 선거일...트럼프 첫마디는 ""기분 좋다...승리할 것""",1,3.251511110087038e-12,2.697276261529868e-12
52,02100201.20201104164354001,"트럼프-바이든 모두 ""승리 장담""…트럼프 9개 경합주 우위",1,3.251511110087038e-12,2.697276261529868e-12
53,02100311.20201104160900001,"바이든 ""승리 선언은 나도, 트럼프도 아닌 국민이 하는 것""",1,3.251511110087038e-12,2.697276261529868e-12
54,02100601.20201104140245001,[속보] 트럼프 '격전지' 아이오와 사실상 승리…트럼프 52.1% 바이든 46.1%,1,3.251511110087038e-12,2.697276261529868e-12
55,02100601.20201104155838001,"트럼프 ""큰 승리, 곧 입장 발표할 것""…바이든에 '반박'",1,3.251511110087038e-12,2.697276261529868e-12
56,02100601.20201106015353001,"트럼프 ""바이든 승리 주장 모든 주에 법적 대응 나설 것""",1,3.251511110087038e-12,2.697276261529868e-12
57,02100701.20201103145308001,첫 투표 ‘딕스빌노치’서 바이든 승리…옆동네 밀스필드는 트럼프 승리,1,3.251511110087038e-12,2.697276261529868e-12
58,02100701.20201105113446002,"샌더스 예언이 맞았다…“트럼프 승리 선언하고, 우편투표 사기 주장할 것”",1,3.251511110087038e-12,2.697276261529868e-12
59,02100701.20201106054051001,[인더머니]트럼프 “바이든 승리 주장 모든 주에 법적 이의 제기할 것”,1,3.251511110087038e-12,2.697276261529868e-12
60,02100801.20201105053543001,"[속보] 트럼프 선대본부장 ""펜실베이니아 승리 선언 할 것""",1,3.251511110087038e-12,2.697276261529868e-12
61,02100851.20201103153743001,"​[트럼프 VS 바이든] '美대선 첫 승리'...바이든, 딕스빌 노치서 5:0 승리",1,3.251511110087038e-12,2.697276261529868e-12
62,02100851.20201104091856001,​[트럼프 vs 바이든] '승리선언' 켄터키는 트럼프·버몬트는 바이든...各 8명·3명(속보),1,3.251511110087038e-12,2.697276261529868e-12
63,02100851.20201104095953001,속보 [트럼프 VS 바이든] 사우스캐롤라이나 트럼프 승리,1,3.251511110087038e-12,2.697276261529868e-12
64,02100851.20201104111057001,[트럼프 VS 바이든] 네브래스카·와이오밍·사우스다코타서 트럼프 승리(속보),1,3.251511110087038e-12,2.697276261529868e-12
65,02100851.20201104145729001,"[트럼프 VS 바이든] ""펜실베이니아 승리할 것""...희망 고문하는 바이든(종합)",1,3.251511110087038e-12,2.697276261529868e-12
66,02100851.20201104151542001,"[트럼프 VS 바이든] 트럼프, 텍사스주 승리 선언...38명 추가(속보)",1,3.251511110087038e-12,2.697276261529868e-12
67,02100851.20201104215407001,[트럼프 VS 바이든] 선거인단 6명 아칸소 트럼프 대통령 승리 확정,1,3.251511110087038e-12,2.697276261529868e-12
68,02100851.20201106085528001,[트럼프 vs 바이든] 트럼프 “합법적 표는 내가 승리...민주당 승리 훔쳐”(속보),1,3.251511110087038e-12,2.697276261529868e-12
69,02100851.20201107095553001,"[트럼프 VS 바이든] 패배 직감한 트럼프 ""바이든 승리 선언 안돼""",1,3.251511110087038e-12,2.697276261529868e-12
70,08100101.20201105211801001,바이든 “승리할 것”…트럼프 우회 비판,1,3.251511110087038e-12,2.697276261529868e-12
71,08100301.20201104195059001,"트럼프, 개표 중 '승리 선언'…""연방대법원 가져갈 것""",1,3.251511110087038e-12,2.697276261529868e-12
72,08100401.20201104182603001,"트럼프 ""큰 승리"" vs 바이든 ""승리로 가고 있어""",1,3.251511110087038e-12,2.697276261529868e-12
73,08100401.20201104205206001,"트럼프 ""우리가 대선 승리...대법원으로 갈 것""",1,3.251511110087038e-12,2.697276261529868e-12
74,08100401.20201106021803001,"트럼프 ""바이든 승리 주장 모든 주에 법적 이의 제기할 것""",1,3.251511110087038e-12,2.697276261529868e-12
75,08100401.20201106095003001,"트럼프 ""합법적 개표는 승리""...바이든 ""승리 확신""",1,3.251511110087038e-12,2.697276261529868e-12
76,08100401.20201107114403001,"트럼프 ""바이든, 대통령 당선 선언해선 안 돼...승리 돌아올 것""",1,3.251511110087038e-12,2.697276261529868e-12
77,08100101.20201105192411002,바이든 “승리할 것”…대선 승리 기정사실화 박차,1,3.251511110087038e-12,2.697276261529868e-12
78,https://www.nytimes.com/2020/11/04/us/politics/trump-twitter-labels.html?searchResultPosition=3,트위터 플래그는 트럼프로 게시물로 승리의 조기 또는 기지가없는 사람들에게 선거 사기에 관한 것입니다.,0,0.01369863013497396,0.49999999988078525
79,01100201.20201106042126001,"끝나지 않은 트럼프 “바이든 승리? 사기, 모든 주 소송”",1,0.01369863013497396,0.0069444444427886835
80,01100201.20201107005205001,트럼프 캠프 “선거 안 끝났다”…바이든 우세에 ‘사기’ 주장,1,0.01369863013497396,0.0069444444427886835
81,01100501.20201104163004002,바이든 “승리로 가고 있다”…트럼프 “선거 훔치려 해”,1,0.01369863013497396,0.0069444444427886835
82,01100611.20201103073756001,“트럼프 조기승리선언 구상” 보도에 신경전 최고조,1,0.01369863013497396,0.0069444444427886835
83,01100611.20201104153817001,"[미 대선] 외신 “트럼프, ‘핵심 경합주’ 플로리다서 승리할 것” 예측",1,0.01369863013497396,0.0069444444427886835
84,01100611.20201104170807001,"[미 대선] 트럼프 “선거 승리” 주장…“우편투표, 대법원 간다” 불복 시사",1,0.01369863013497396,0.0069444444427886835
85,01100611.20201106104319001,"바이든, 트럼프 ‘선거조작설’에 “민주주의 빼앗지 못할 것”",1,0.01369863013497396,0.0069444444427886835
86,01100611.20201107093408001,패색 짙어진 트럼프 “선거일밤 모든 주에서 승리하고 있었는데…”,1,0.01369863013497396,0.0069444444427886835
87,01100701.20201104171812001,"승리선언한 트럼프 ""우편투표 중대한 사기…대법원 가겠다""",1,0.01369863013497396,0.0069444444427886835
88,01100701.20201105120152001,"민경욱 “트럼프, 4·15 부정선거 ‘음모론’ 아니라고 느낄 것”",1,0.01369863013497396,0.0069444444427886835
89,01100701.20201105151417002,"‘대선 사기’ 주장 트럼프 트위터 계정… 민주당 “거짓말과 허위 정보, 트위터가 조치해야”",1,0.01369863013497396,0.0069444444427886835
90,01100701.20201105183215001,“선거 사기” “트럼프 퇴진”… 총기까지 들고 격렬한 시위 [2020 미국의 선택],1,0.01369863013497396,0.0069444444427886835
91,01100701.20201106085954001,"[속보] 트럼프 ""민주당이 선거 훔치지 않는 한 이길 것""",1,0.01369863013497396,0.0069444444427886835
92,01100701.20201106102941001,트럼프 “바이든 승리 주장 모든 주(州) 유권자·선거 사기”,1,0.01369863013497396,0.0069444444427886835
93,01100801.20201104075155001,"바이든, 트럼프 조기 승리 발표? “대답할 필요 못 느껴”",1,0.01369863013497396,0.0069444444427886835
94,01100801.20201104161104001,“저들이 선거 도둑질하려한다” 승리 방어벽 친 트럼프,1,0.01369863013497396,0.0069444444427886835
95,01100801.20201106142129002,“부정선거 증거 보내라” 트럼프 차남 트위터가 ‘음모론’ 집결지로,1,0.01369863013497396,0.0069444444427886835
96,01100801.20201106170105001,"“선거 이후 트럼프가 올린 트위터 글 중 38% 경고 조치""",1,0.01369863013497396,0.0069444444427886835
97,01100901.20201103223930001,[美대선] 트위터·페이스북 '조기 승리선언' 막는다…트럼프 겨냥,1,0.01369863013497396,0.0069444444427886835
98,01100901.20201104150500001,"트럼프 ""대승"" 트윗 가린 트위터…""선거절차 오해 불러""",1,0.01369863013497396,0.0069444444427886835
99,01100901.20201105090550001,"부정선거 외치던 민경욱 ""트럼프도 이제 뭔가 이상하다 느낄것""",1,0.01369863013497396,0.0069444444427886835
100,01100901.20201105115913002,"선거소송 개시한 트럼프, ""자신이 지명한 대법관 배럿에 당할 것!""",1,0.01369863013497396,0.0069444444427886835
101,01100901.20201106104151001,"바이든, 트럼프 '선거조작설' 주장에…""민주주의 빼앗지 못할 것""",1,0.01369863013497396,0.0069444444427886835
102,01101001.20201104151839001,바이든 “우린 승리로 가고 있다” 트럼프 “그들이 선거 훔치려 한다”,1,0.01369863013497396,0.0069444444427886835
103,01101001.20201104205848001,팡파르 속 등장한 트럼프 “이번 선거는 사기”,1,0.01369863013497396,0.0069444444427886835
104,01101101.20201103093439001,[美 대선] 트럼프의 '조기 승리선언' 가능성에 긴장하는 미국 사회,1,0.01369863013497396,0.0069444444427886835
105,01101101.20201104090437002,[美 대선] 트럼프 일단 백악관에... '조기 승리 선언' 여부는 미지수,1,0.01369863013497396,0.0069444444427886835
106,01101101.20201106092646001,"[美 대선] 트럼프 ""합법 투표라면 내가 쉽게 승리... 불법 투표로 선거 훔치려 해""",1,0.01369863013497396,0.0069444444427886835
107,01500601.20201105141501001,승리 자신하던 '트럼프의 트위터'…잇따라 경고 조치,1,0.01369863013497396,0.0069444444427886835
108,01500601.20201105163651001,"민경욱, 트럼프 트위터 리트윗 ""미국도 한국도 부정선거""",1,0.01369863013497396,0.0069444444427886835
109,01500701.20201104161416001,"트위터, 트럼프 ""우리가 크게 이겼다"" 트윗 제재…""선거절차 오해 불러""",1,0.01369863013497396,0.0069444444427886835
110,01500701.20201106085844001,"[속보] 트럼프 ""민주당이 선거 훔치지 않는 한 이길 것""",1,0.01369863013497396,0.0069444444427886835
111,02100101.20201105090521001,"민경욱 ""트럼프, 4·15총선 부정선거 음모 아니라 느낄 것""",1,0.01369863013497396,0.0069444444427886835
112,02100101.20201106090126001,"[속보] 트럼프 ""민주당이 선거 훔치지 않는 한 이길 것""",1,0.01369863013497396,0.0069444444427886835
113,02100101.20201106181830001,"트위터의 경고딱지 세례받은 트럼프 버럭 ""트위터는 통제 불능""",1,0.01369863013497396,0.0069444444427886835
114,02100101.20201106205221001,"""도둑질을 멈춰라"" 트럼프 자녀들도 `선거사기` 주장",1,0.01369863013497396,0.0069444444427886835
115,02100201.20201104151603001,"바이든 ""승리 궤도"" vs 트럼프 ""선거 훔치려해…대승""",1,0.01369863013497396,0.0069444444427886835
116,02100201.20201105072338001,"'부정선거 주장' 민경욱 ""트럼프도 이제 뭔가 이상하다 느낄 것""",1,0.01369863013497396,0.0069444444427886835
117,02100201.20201106095032001,"트럼프 ""부패 선거·사기""…16분간 '불복선언' 외쳐(종합)",1,0.01369863013497396,0.0069444444427886835
118,02100311.20201103110053001,트럼프 개표초반 승리 선언하면 트위터에 경고 딱지 붙는다,1,0.01369863013497396,0.0069444444427886835
119,02100311.20201104073115001,"[2020 미국의 선택] 트위터, ‘섣부른 승리선언’ 제재...트럼프 발 동동(?)",1,0.01369863013497396,0.0069444444427886835
120,02100311.20201104165534001,"개표 중인데 트럼프 승리선언...""멋대로 선거 끝내나"" 민주당 반발",1,0.01369863013497396,0.0069444444427886835
121,02100311.20201105092552001,"부정선거 민경욱..트럼프 동병상련? ""이제서야 이상하다 느낄것""",1,0.01369863013497396,0.0069444444427886835
122,02100311.20201106112647001,"트럼프, 미 대선 사실상 불복... ""선거 조작돼, 대법원서 결판 날 것""",1,0.01369863013497396,0.0069444444427886835
123,02100501.20201103183443001,"트럼프, 조기 승리선언 노림수… 밀리면 부정선거 소송 불사 [2020 미국의 선택]",1,0.01369863013497396,0.0069444444427886835
124,02100601.20201103072605001,트럼프 조기승리선언 가능성에…양 캠프 막판 신경전 '팽팽',1,0.01369863013497396,0.0069444444427886835
125,02100601.20201103203451001,"여차하면 '조기 승리선언'하려는 트럼프…트위터, 페북 ""안돼""",1,0.01369863013497396,0.0069444444427886835
126,02100601.20201104163913001,"[속보] 트럼프, 백악관 연설에서 ""국민에 대한 사기선거"" 주장",1,0.01369863013497396,0.0069444444427886835
127,02100601.20201106204336001,트럼프 이어 자녀들도 '선거사기' SNS 공세[미국 대선],1,0.01369863013497396,0.0069444444427886835
128,02100601.20201107013048001,"트럼프 ""선거 안끝나""…바이든 앞선 경합주 사기 거듭 주장",1,0.01369863013497396,0.0069444444427886835
129,02100701.20201103143237001,"[속보] 바이든, 첫 선거 ‘딕스빌 노치’서 5표 얻어 승리…트럼프는 0표",1,0.01369863013497396,0.0069444444427886835
130,02100701.20201104152919001,바이든 '승리 낙관' 연설에 트럼프 “우리가 대승…선거 훔치려 해”,1,0.01369863013497396,0.0069444444427886835
131,02100701.20201106205844001,"""선거 사기, 공화당 맞서 싸워달라"" 트럼프 자녀들도 나섰다",1,0.01369863013497396,0.0069444444427886835
132,02100801.20201103205501001,페이스북·트위터·유튜브 대선 ‘조기 승리’ 선언 막는다…트럼프 겨냥,1,0.01369863013497396,0.0069444444427886835
133,02100801.20201105055659001,"트럼프 선대본부장 ""펜실베이니아서 승리 선언 할 것""(상보)",1,0.01369863013497396,0.0069444444427886835
134,02100801.20201105114952002,"선거당일 '승리'외친 바이든·트럼프, 북부 경합주 개표에 희비",1,0.01369863013497396,0.0069444444427886835
135,02100801.20201106093201001,"트럼프 ""부정부패 없었으면 쉽게 이겼을 선거…대법원에서 결정 내릴 것""(상보)",1,0.01369863013497396,0.0069444444427886835
136,02100801.20201106144225001,"트럼프 '사기 선거' 주장에…공화당 ""개표 계속해야"" 선긋기",1,0.01369863013497396,0.0069444444427886835
137,02100851.20201104150501001,"[트럼프 VS 바이든] 트럼프 ""곧 입장표명""...트윗서 '큰 승리' 주장(1보)",1,0.01369863013497396,0.0069444444427886835
138,02100851.20201106093941001,"[트럼프 VS 바이든] '선거불복' 시사한 트럼프, 위태로운 美 '평화 선거'(종합)",1,0.01369863013497396,0.0069444444427886835
139,02100851.20201106212729001,​트럼프 아들·딸도 SNS에 '선거사기' 주장,1,0.01369863013497396,0.0069444444427886835
140,07101201.20201104164149001,"[속보] 트럼프, 백악관 연설에서 ""국민에 대한 사기선거"" 주장",1,0.01369863013497396,0.0069444444427886835
141,07101201.20201106091106001,"[속보] 트럼프 ""민주당이 선거 훔치지 않는 한 이길 것""",1,0.01369863013497396,0.0069444444427886835
142,08100101.20201104062339001,백악관 긴장 속 차분…트럼프 조기 승리 선언?,1,0.01369863013497396,0.0069444444427886835
143,08100301.20201106155815001,"바이든, 승리 눈앞에…""선거 도둑질"" 트럼프 격앙",1,0.01369863013497396,0.0069444444427886835
144,08100401.20201104165803001,"[생생경제] 평판 나쁜 트럼프, 평판관리는 잘해..선거 이길것으로",1,0.01369863013497396,0.0069444444427886835
145,08100401.20201105102203001,"총선 부정선거 주장한 민경욱 ""트럼프도 뭔가 이상하다고 느낄 것""",1,0.01369863013497396,0.0069444444427886835
146,08100401.20201106104603001,"트럼프, '부정선거' 법적 대응 천명...바이든 ""승리 확신""",1,0.01369863013497396,0.0069444444427886835
147,08100401.20201106114802001,"트럼프 ""선거 부정"" 불복 시사...바이든 ""승리 확신""",1,0.01369863013497396,0.0069444444427886835
148,08100401.20201106151203001,"바이든 승리 가까워오자 트럼프 ""선거 조작"" 불복 예고",1,0.01369863013497396,0.0069444444427886835
149,08100401.20201106185803001,"바이든 승리 가까워오자 트럼프 ""선거 조작"" 불복 예고",1,0.01369863013497396,0.0069444444427886835
150,08100401.20201106220404001,트럼프 자녀들도 트위터에 '선거 사기' 주장,1,0.01369863013497396,0.0069444444427886835
151,https://www.nytimes.com/2020/11/05/business/media/trump-tv.html?searchResultPosition=6,트럼프의 근거없는 사기 주장에서 멀리 떨어진 주요 네트워크,0,4.460817030840428e-59,1.6281982161077293e-57
152,01100611.20201106174807001,‘우투 사기’ 주장 동조없는 공화당 협박하는 트럼프 가족들,1,4.460817030840428e-59,4.070495540269323e-58
153,01100701.20201107005423001,"美공화당 의원 ""트럼프 '부정선거' 주장, 근거 없다"" 혹평",1,4.460817030840428e-59,4.070495540269323e-58
154,02100801.20201106204813001,"트럼프 자녀들, '대선 사기' 주장",1,4.460817030840428e-59,4.070495540269323e-58
155,08100301.20201106201651001,"'사기' 주장, 공화당마저 선 그어…입지 좁아진 트럼프",1,4.460817030840428e-59,4.070495540269323e-58
156,https://www.nytimes.com/2020/11/05/us/politics/trump-james-baker.html?searchResultPosition=1,2000 년 플로리다의 플로리다에서 트럼프가 회장단을 구하기 위해 법원을 보호합니다.,0,1.0241533632431202e-54,3.7381597754952403e-53
157,01100701.20201105103617001,"트럼프, 재검표 요구·소송 언급…되살아난 20년 전 '플로리다 악몽' [혼돈의 美대선]",1,1.0241533632431202e-54,7.47631955099048e-54
158,01100701.20201105161505001,"트럼프, 우편투표 소송 현실화… 되살아난 20년 전 '플로리다의 악몽'",1,1.0241533632431202e-54,7.47631955099048e-54
159,01100701.20201108035051001,"'좌충우돌 4년' 트럼프, 28년만의 현직 대통령 패배",1,1.0241533632431202e-54,7.47631955099048e-54
160,02100851.20201104100942001,[트럼프 VS 바이든] 치고나가는 트럼프...대어 '플로리다'서 엎치락뒤치락,1,1.0241533632431202e-54,7.47631955099048e-54
161,08100401.20201108125603001,"'좌충우돌 4년' 트럼프, 28년 만의 현직 대통령 패배",1,1.0241533632431202e-54,7.47631955099048e-54
162,https://www.nytimes.com/2020/11/05/us/politics/trump-news-conference.html?searchResultPosition=7,트럼프의 놀라운 뉴스 컨퍼런스,0,3.603419300837464e-86,1.3152480446852915e-84
163,02100701.20201107110250001,‘친(親) 트럼프’ 폭스뉴스도 트럼프와 결별,1,3.603419300837464e-86,1.3152480446852915e-84
164,https://www.nytimes.com/2020/11/05/us/politics/trump-presidency.html?searchResultPosition=9,"거짓말의 급류에서, 트럼프가 선거가 도난 당하고 있다고 주장합니다.",0,1.3566768236339051e-34,4.951870405810516e-33
165,01100611.20201107093810001,바이든 오늘밤 대국민연설 예정...트럼프는 “부정 선거” 주장,1,1.3566768236339051e-34,3.5370502898646555e-34
166,01100701.20201107005514001,"트럼프 캠프 ""선거 안 끝났다""…바이든 우세에 ""거짓 주장""",1,1.3566768236339051e-34,3.5370502898646555e-34
167,01100701.20201107080934001,트럼프 ‘부정선거’ 주장…美공화당 의원 “보기 힘들 정도” 혹평,1,1.3566768236339051e-34,3.5370502898646555e-34
168,01100901.20201104203935001,"""우리가 승리했다"" 트럼프 주장에, 美 민주·공화 모두 ""거짓말""",1,1.3566768236339051e-34,3.5370502898646555e-34
169,01101101.20201106153216002,'절친' 폭스뉴스마저 등 돌린 트럼프의 '부정선거' 주장,1,1.3566768236339051e-34,3.5370502898646555e-34
170,02100101.20201108114056001,[팩트체크]트럼프 주장 `선거부정` 오해와 진실,1,1.3566768236339051e-34,3.5370502898646555e-34
171,02100311.20201107101456001,트럼프에 싸늘한 美 언론...'부정선거' 주장에 생중계 끊기도,1,1.3566768236339051e-34,3.5370502898646555e-34
172,02100601.20201104163351001,"[속보] 트럼프 긴급 기자회견…""우리가 선거 이겼다"" 이른 주장",1,1.3566768236339051e-34,3.5370502898646555e-34
173,02100601.20201106111658001,"하태경 ""부정선거 주장하는 트럼프, 유일한 벗은 민모씨""",1,1.3566768236339051e-34,3.5370502898646555e-34
174,02100801.20201105112824003,"'부정선거 주장' 민경욱 ""트럼프, 이제 뭔가 이상하다 느낄 것""",1,1.3566768236339051e-34,3.5370502898646555e-34
175,02100851.20201106141550001,"페이스북, 선거조작 주장하는 '친 트럼프' 그룹 삭제",1,1.3566768236339051e-34,3.5370502898646555e-34
176,02100851.20201106201126001,"​하태경, 부정선거 주장 트럼프에 ""정신 차려라""",1,1.3566768236339051e-34,3.5370502898646555e-34
177,07101201.20201108091150001,"트럼프 지지자들 ""아직 안끝났다""…곳곳서 항의시위·선거부정 의혹 주장",1,1.3566768236339051e-34,3.5370502898646555e-34
178,08100401.20201107010603001,"트럼프 캠프 ""선거 안 끝났다...바이든 우세 거짓"" 주장",1,1.3566768236339051e-34,3.5370502898646555e-34
